"time","M","wB"
9.34,-1,990.61414996530573
9.35,-1,990.66091549496184
9.36,-1,990.70744822152108
9.37,-1,990.7537493277174
9.38,-1,990.79981999109327
9.39,-1,990.84566138404364
9.4,-1,990.89127467385981
9.41,-1,990.93666102277348
9.42,-1,990.98182158800023
9.43,-1,991.02675752178368
9.44,-1,991.07146997143934
9.45,-1,991.11596007939795
9.46,-1,991.16022898325025
9.47,-1,991.20427781578985
9.48,-1,991.24810770505792
9.49,-1,991.29171977438637
9.5,-1,991.33511514244219
9.51,-1,991.37829492327091
9.52,-1,991.42126022634091
9.53,-1,991.46401215658693
9.54,-1,991.5065518144537
9.55,-1,991.54888029594042
9.56,-1,991.59099869264435
9.57,-1,991.63290809180421
9.58,-1,991.67460957634466
9.59,-1,991.71610422492006
9.6,-1,991.75739311195775
9.61,-1,991.79847730770257
9.62,-1,991.83935787826067
9.63,-1,991.88003588564266
9.64,-1,991.92051238780823
9.65,-1,991.96078843870976
9.66,-1,992.00086508833613
9.67,-1,992.04074338275632
9.68,-1,992.08042436416372
9.69,-1,992.1199090709199
9.7,-1,992.15919853759806
9.71,-1,992.19829379502733
9.72,-1,992.23719587033645
9.73,-1,992.27590578699744
9.74,-1,992.31442456486968
9.75,-1,992.35275322024404
9.76,-1,992.39089276588606
9.77,-1,992.42882306125489
9.78,-1,992.46656232667601
9.79,-1,992.50411371640268
9.8,-1,992.54147816501165
9.81,-1,992.57865660250457
9.82,-1,992.61564995434105
9.83,-1,992.65245914147147
9.84,-1,992.68908508036998
9.85,-1,992.72552868306752
9.86,-1,992.76179085718479
9.87,-1,992.79787250596485
9.88,-1,992.83377452830666
9.89,-1,992.86949781879764
9.9,-1,992.90504326774681
9.91,-1,992.94041176121755
9.92,-1,992.97560418106082
9.93,-1,993.01062140494787
9.94,-1,993.04546430640323
9.95,-1,993.08013375483802
9.96,-1,993.1146306155822
9.97,-1,993.14895574991829
9.98,-1,993.18311001511393
9.99,-1,993.21709426445466
10,-1,993.25090934727746
