"time","U","I","M_mot","wB"
0,-48,0,-0,-0
0.0002,-48,9.1358785000480314,-0.27407635500144095,-0.092972159914826019
0.0004,-48,17.402631644568341,-0.52207894933705024,-0.15919671286911835
0.0006,-48,24.882844099877847,-0.74648532299633541,-0.20122030183019607
0.0008,-48,31.651308588528249,-0.94953925765584746,-0.2213472719934711
0.001,-48,37.775669562734066,-1.133270086882022,-0.22166300548627868
0.0012,-48,43.316943856580572,-1.2995083156974172,-0.20405473160103946
0.0014,-48,48.330693929113252,-1.4499208178733975,-0.17023079998647317
0.0016,-48,52.866915770952424,-1.5860074731285727,-0.12173673434030396
0.0018,-48,56.971127469300221,-1.7091338240790066,-0.059971776487224911
0.002,-48,60.684499191426745,-1.8205349757428022,0.013798705632297174
0.0022,-48,64.044016249400087,-1.9213204874820025,0.098429365785509884
0.0024,-48,67.083290773228157,-2.0124987231968445,0.19288344198740978
0.0026,-48,69.832743456076045,-2.0949823036822814,0.2962226579083268
0.0028,-48,72.319906278793383,-2.1695971883638014,0.40759786687285898
0.003,-48,74.56969658023759,-2.2370908974071275,0.5262405892147054
0.0032,-48,76.604669347883288,-2.2981400804364984,0.65145535094816265
0.0034,-48,78.445249032309832,-2.353357470969295,0.78261277314291688
0.0036,-48,80.109905835140054,-2.4032971750542016,0.91914330895741592
0.0038,-48,81.615354180028916,-2.4484606254008674,1.0605315265625006
0.004,-48,82.976720598105928,-2.4893016179431777,1.2063109658078439
0.0042,-48,84.207694571599376,-2.5262308371479811,1.3560594859104509
0.0044,-48,85.320665049507241,-2.5596199514852169,1.5093950549652497
0.0046,-48,86.326843566394828,-2.589805306991845,1.6659719393703272
0.0048,-48,87.236374166279262,-2.617091224988378,1.8254772521217757
0.005,-48,88.058441004497283,-2.6417532301349183,1.9876278297783121
0.0052,-48,88.801356126912879,-2.6640406838073862,2.1521674185884159
0.0054,-48,89.472641526997464,-2.6841792458099238,2.3188641278353503
0.0056,-48,90.079104256078196,-2.7023731276823457,2.4875080975108892
0.0058,-48,90.626904391378261,-2.7188071317413476,2.657909400304125
0.006,-48,91.121615738316294,-2.7336484721494889,2.8298961662726949
0.0062,-48,91.568274281680615,-2.7470482284504185,3.0033128497845754
0.0064,-48,91.971447420526644,-2.7591434226157991,3.1780186650370799
0.0066,-48,92.335270683945012,-2.7700581205183501,3.3538862121561048
0.0068,-48,92.663486027156026,-2.7799045808146805,3.530800207417303
0.007,-48,92.959479310792005,-2.7887843793237601,3.7086563301842275
0.0072,-48,93.226314209131274,-2.7967894262739383,3.8873601796487023
0.0074,-48,93.46676288784937,-2.8040028866354811,4.0668263309116872
0.0076,-48,93.683333759221924,-2.8105000127766577,4.2469774809403553
0.0078,-48,93.878296593398204,-2.8163488978019462,4.4277436756110893
0.008,-48,94.05370523784832,-2.8216111571354494,4.6090616105708513
0.0082,-48,94.211416942424236,-2.8263425082727269,4.7908739993324705
0.0084,-48,94.353095008435588,-2.8305928502530677,4.9731289851675289
0.0086,-48,94.480262553566391,-2.8344078766069916,5.1557795913192983
0.0088,-48,94.594302944556205,-2.8378290883366861,5.3387833120516426
0.009,-48,94.696467425153415,-2.8408940227546022,5.5221016941923144
0.0092,-48,94.787887755511846,-2.8436366326653553,5.7056999500961947
0.0094,-48,94.869587641597491,-2.8460876292479247,5.8895466070023836
0.0096,-48,94.942234312113314,-2.8482670293633991,6.0736131915177269
0.0098,-48,95.006752908304222,-2.8502025872491266,6.2578728238713177
0.01,-48,95.064174978584418,-2.8519252493575324,6.4423021073279765
0.0102,-48,95.115170804120382,-2.8534551241236112,6.6268802514599141
0.0104,-48,95.160347111159041,-2.8548104133347709,6.8115884298066494
0.0106,-48,95.200253119635931,-2.8560075935890779,6.9964095936733415
0.0108,-48,95.235386014743099,-2.8570615804422927,7.1813283036487103
0.011,-48,95.266195896726629,-2.8579858769017989,7.366330577152902
0.0112,-48,95.293090258803304,-2.8587927077640991,7.5514037504862959
0.0114,-48,95.316438038052553,-2.8594931411415763,7.7365363539969589
0.0116,-48,95.336573280199843,-2.8600971984059953,7.9217179991158488
0.0118,-48,95.353798454785164,-2.8606139536435546,8.1069392761284611
0.012,-48,95.36838745368415,-2.8610516236105243,8.2921916616583271
0.0122,-48,95.380583372155641,-2.8614175011646692,8.4774674326864048
0.0124,-48,95.390573233116044,-2.8617171969934811,8.662759552695567
0.0126,-48,95.398589024324139,-2.8619576707297241,8.8480615647465104
0.0128,-48,95.404836818323091,-2.8621451045496924,9.0333677149192368
0.013,-48,95.409480527832898,-2.8622844158349867,9.218672825032046
0.0132,-48,95.41266885454867,-2.8623800656364602,9.4039721974494288
0.0134,-48,95.414536704936268,-2.8624361011480879,9.5892615704909154
0.0136,-48,95.415206473793575,-2.8624561942138071,9.7745370779899918
0.0138,-48,95.414789207978885,-2.8624436762393666,9.9597952126154663
0.014,-48,95.41338566153901,-2.86240156984617,10.145032792604047
0.0142,-48,95.411087252411249,-2.8623326175723376,10.330246931585895
0.0144,-48,95.407976929916344,-2.8622393078974904,10.515435011214588
0.0146,-48,95.404129961391916,-2.8621238988417574,10.70059465634006
0.0148,-48,95.399614645531159,-2.8619884393659345,10.885723712487477
0.015,-48,95.39449295928047,-2.8618347887784141,11.070820225427244
0.0152,-48,95.388821144506394,-2.8616646343351917,11.255882422641379
0.0154,-48,95.382650240059064,-2.8614795072017718,11.440908696509673
0.0156,-48,95.376026564331454,-2.8612807969299436,11.625897589055661
0.0158,-48,95.36899215293613,-2.8610697645880836,11.810847778107206
0.016,-48,95.361585155687052,-2.8608475546706114,11.99575806474016
0.0162,-48,95.353840196682739,-2.8606152059004821,12.180627361885836
0.0164,-48,95.345783692795663,-2.8603735107838699,12.365454682051473
0.0166,-48,95.337440241690075,-2.8601232072507021,12.550239111772667
0.0168,-48,95.328837114325452,-2.8598651134297635,12.734979815537818
0.017,-48,95.319999044863962,-2.8595999713459186,12.919676037780436
0.0172,-48,95.310948460274531,-2.859328453808236,13.10432709543703
0.0174,-48,95.301705690817187,-2.8590511707245154,13.288932371179923
0.0176,-48,95.292289162450871,-2.8587686748735259,13.473491307268469
0.0178,-48,95.282715572466088,-2.8584814671739824,13.658003399965157
0.018,-48,95.273000049544962,-2.8581900014863488,13.84246819446736
0.0182,-48,95.263156299479604,-2.8578946889843881,14.026885280308671
0.0184,-48,95.253196737717303,-2.8575959021315191,14.211254287187749
0.0186,-48,95.2431326098352,-2.8572939782950559,14.395574881186022
0.0188,-48,95.232974100979192,-2.8569892230293759,14.579846761338626
0.019,-48,95.222730435236201,-2.856681913057086,14.764069650505419
0.0192,-48,95.212409965848693,-2.8563722989754607,14.948243300810969
0.0194,-48,95.20202025701785,-2.8560606077105355,15.132367492724851
0.0196,-48,95.191568158082376,-2.8557470447424711,15.31644202888091
0.0198,-48,95.18105987084239,-2.8554317961252718,15.500466731982296
0.02,-48,95.170501010548179,-2.8551150303164454,15.684441442903752
0.0202,-48,95.159896661220358,-2.8547968998366104,15.868366018972761
0.0204,-48,95.149251425763453,-2.8544775427729037,16.052240332412765
0.0206,-48,95.138569471374026,-2.8541570841412205,16.236064268933301
0.0208,-48,95.127854570706432,-2.8538356371211928,16.419837726453185
0.021,-48,95.117110139137324,-2.8535133041741196,16.603560613944392
0.0212,-48,95.106339268549021,-2.8531901780564706,16.787232850385099
0.0214,-48,95.095544757907263,-2.8528663427372178,16.970854363811743
0.0216,-48,95.084729140975085,-2.8525418742292525,17.154425090460709
0.0218,-48,95.073894711393578,-2.8522168413418072,17.337944973991192
0.022,-48,95.063043545419106,-2.8518913063625733,17.521413964781601
0.0222,-48,95.052177522490311,-2.8515653256747093,17.704832019292606
0.0224,-48,95.041298343862181,-2.8512389503158655,17.88819909949035
0.0226,-48,95.030407549480785,-2.8509122264844233,18.071515172324389
0.0228,-48,95.019506533260767,-2.850585195997823,18.254780209254999
0.023,-48,95.008596556913417,-2.8502578967074026,18.437994185825307
0.0232,-48,94.997678762474024,-2.8499303628742205,18.621157081273886
0.0234,-48,94.986754183638837,-2.8496026255091649,18.804268878184097
0.0236,-48,94.975823756031801,-2.8492747126809541,18.98732956216665
0.0238,-48,94.964888326492655,-2.8489466497947795,19.170339121572223
0.024,-48,94.953948661496597,-2.8486184598448978,19.353297547231314
0.0242,-48,94.943005454771381,-2.8482901636431412,19.536204832218765
0.0244,-48,94.93205933418605,-2.8479617800255812,19.719060971640612
0.0246,-48,94.921110867998593,-2.8476333260399578,19.901865962441093
0.0248,-48,94.91016057050696,-2.8473048171152087,20.084619803227994
0.025,-48,94.89920890715905,-2.8469762672147714,20.267322494114534
0.0252,-48,94.888256299191056,-2.8466476889757315,20.449974036576226
0.0254,-48,94.87730312781639,-2.8463190938344916,20.632574433321349
0.0256,-48,94.86634973801138,-2.8459904921403414,20.815123688173635
0.0258,-48,94.855396441966775,-2.845661893259003,20.997621805966141
0.026,-48,94.844443522185188,-2.8453333056655556,21.180068792445152
0.0262,-48,94.833491234298464,-2.8450047370289537,21.362464654183199
0.0264,-48,94.8225398096167,-2.844676194288501,21.544809398500341
0.0266,-48,94.811589457430827,-2.8443476837229249,21.727103033392854
0.0268,-48,94.800640367106581,-2.8440192110131974,21.909345567468758
0.027,-48,94.789692709972186,-2.8436907812991654,22.091537009889429
0.0272,-48,94.778746641026316,-2.8433623992307893,22.273677370316722
0.0274,-48,94.767802300484988,-2.8430340690145495,22.455766658865141
0.0276,-48,94.756859815187383,-2.8427057944556213,22.637804886058511
0.0278,-48,94.745919299864255,-2.8423775789959276,22.819792062790807
0.028,-48,94.73498085828372,-2.8420494257485114,23.00172820029066
0.0282,-48,94.724044584291164,-2.8417213375287349,23.183613310089214
0.0284,-48,94.71311056275438,-2.8413933168826313,23.365447403991109
0.0286,-48,94.70217887040512,-2.8410653661121534,23.54723049404808
0.0288,-48,94.691249576625822,-2.8407374872987745,23.728962592535222
0.029,-48,94.680322744130606,-2.840409682323918,23.910643711929406
0.0292,-48,94.66939842960879,-2.8400819528882635,24.092273864889719
0.0294,-48,94.658476684290079,-2.8397543005287025,24.273853064239844
0.0296,-48,94.647557554466658,-2.8394267266339996,24.455381322952068
0.0298,-48,94.636641081959667,-2.83909923245879,24.63685865413278
0.03,-48,94.625727304538231,-2.8387718191361468,24.818285071009402
0.0302,-48,94.614816256315279,-2.8384444876894581,24.999660586918488
0.0304,-48,94.603907968081558,-2.8381172390424467,25.180985215295038
0.0306,-48,94.59300246763182,-2.8377900740289546,25.362258969662744
0.0308,-48,94.582099780042,-2.8374629934012598,25.543481863625228
0.031,-48,94.571199927925619,-2.8371359978377684,25.724653910858066
0.0312,-48,94.560302931673107,-2.836809087950193,25.905775125101556
0.0314,-48,94.549408809659795,-2.8364822642897938,26.086845520154235
0.0316,-48,94.53851757843924,-2.8361555273531769,26.26786510986696
0.0318,-48,94.527629252909421,-2.8358288775872826,26.448833908137559
0.032,-48,94.516743846477226,-2.8355023153943169,26.629751928906018
0.0322,-48,94.505861371196431,-2.8351758411358929,26.810619186150038
0.0324,-48,94.494981837897285,-2.8348494551369186,26.991435693881169
0.0326,-48,94.484105256301774,-2.8345231576890533,27.172201466141136
0.0328,-48,94.473231635128442,-2.8341969490538532,27.352916516998629
0.033,-48,94.462360982189395,-2.8338708294656816,27.533580860546401
0.0332,-48,94.451493304471995,-2.8335447991341596,27.714194510898523
0.0334,-48,94.440628608219356,-2.8332188582465805,27.894757482188052
0.0336,-48,94.429766899005784,-2.8328930069701732,28.075269788564789
0.0338,-48,94.418908181793952,-2.8325672454538187,28.255731444193366
0.034,-48,94.40805246099363,-2.8322415738298088,28.436142463251439
0.0342,-48,94.397199740516996,-2.8319159922155097,28.616502859928055
0.0344,-48,94.386350023820142,-2.8315905007146043,28.796812648422186
0.0346,-48,94.375503313956216,-2.8312650994186863,28.97707184294142
0.0348,-48,94.364659613603507,-2.8309397884081049,29.157280457700796
0.035,-48,94.353818925108826,-2.8306145677532646,29.337438506921636
0.0352,-48,94.3429812505114,-2.8302894375153418,29.517546004830642
0.0354,-48,94.332146591582102,-2.8299643977474629,29.697602965658962
0.0356,-48,94.321314949834914,-2.8296394484950471,29.877609403641404
0.0358,-48,94.310486326565936,-2.829314589796978,30.057565333015706
0.036,-48,94.29966072286436,-2.8289898216859308,30.237470768021868
0.0362,-48,94.288838139638273,-2.8286651441891482,30.417325722901563
0.0364,-48,94.278018577624394,-2.8283405573287319,30.597130211897625
0.0366,-48,94.267202037410527,-2.8280160611223155,30.776884249253499
0.0368,-48,94.256388519449018,-2.8276916555834704,30.95658784921282
0.037,-48,94.245578024067044,-2.8273673407220112,31.136241026019061
0.0372,-48,94.234770551479869,-2.8270431165443961,31.315843793915121
0.0374,-48,94.223966101803597,-2.826718983054108,31.49539616714301
